hour_sin,hour_cos,is_failure,is_server_error,has_user,endpoint_length,synthetic_label
-0.9699630630615745,-0.24325224828602923,0.0,0.0,0.0,0.03248922675769647,0.0
-0.18363046086626975,-0.9829953478231936,0.0,0.0,1.0,0.05392143939002271,0.0
-0.9991032854877954,0.04233940159582994,0.0,0.0,1.0,0.10859424091421802,0.0
-0.8745077011771354,-0.48501162932643394,0.0,0.0,0.0,0.08238325812665907,0.0
0.8351879812576025,-0.5499645770073293,0.0,0.0,1.0,0.1053066551263206,0.0
-0.9044822541858382,0.4265112564316502,0.0,0.0,1.0,0.0568124840296739,0.0
-0.9584334048166592,-0.2853163306429304,0.0,0.0,0.0,0.1307156742960754,0.0
-0.9791609672039397,-0.20308569694649875,0.0,0.0,0.0,0.11253834574100056,0.0
0.7662445669240159,-0.6425490359960299,0.0,0.0,1.0,0.14745952471165163,0.0
-0.2219783544215345,-0.9750515935930302,0.0,0.0,1.0,0.13001997502401463,0.0
0.047008563826800034,-0.9988944863832925,0.0,0.0,0.0,0.13033450362480117,0.0
-0.9626011417906349,0.27092257532986436,0.0,0.0,1.0,0.0476846322734943,0.0
-0.7722203859277605,-0.6353547635436289,0.0,0.0,0.0,0.1446295775822436,0.0
-0.9968325634768355,-0.07952886515096806,0.0,0.0,0.0,0.10345667990977789,0.0
-0.19878244516115517,-0.9800436416281432,0.0,0.0,1.0,0.11167008461751911,0.0
0.5103695625374497,-0.8599551788525563,0.0,0.0,1.0,0.17241321881954047,0.0
-0.5467456108039956,-0.8372987740744434,0.0,0.0,0.0,0.08402822217415523,0.0
0.8874587797561293,-0.46088709488741597,0.0,0.0,0.0,0.18755921642295004,0.0
-0.9980136420796221,-0.06299817634636734,0.0,0.0,1.0,0.19222376496865468,0.0
-0.7451799526817815,-0.6668634328865078,0.0,0.0,1.0,0.1576392218682186,0.0
-0.9554181685165429,-0.29525603002901524,0.0,0.0,0.0,0.0709689594616289,0.0
0.1022271855738658,-0.9947610781135571,0.0,0.0,1.0,0.010685337718653404,0.0
-0.9115029775806786,0.4112934741295527,0.0,0.0,1.0,0.17394174571299703,0.0
-0.9872514802983174,0.15916819609702498,0.0,0.0,0.0,0.12556925306655398,0.0
-0.973518217299817,-0.228609449903949,0.0,0.0,0.0,0.08274012645892687,0.0
0.6024483804985787,-0.798157847067007,0.0,0.0,0.0,0.17867811718778012,0.0
-0.27581511753458077,-0.9612107057973217,0.0,0.0,0.0,0.07692205595610951,0.0
0.91676938173171,-0.3994169509663534,0.0,0.0,1.0,0.09879223708845286,0.0
0.7060390559421916,-0.70817289660383,0.0,0.0,0.0,0.14624451821584972,0.0
-0.8498425269957457,-0.527036696359452,0.0,0.0,1.0,0.06431985841925612,0.0
-0.9410498580128019,-0.3382678890082316,0.0,0.0,1.0,0.11452595451964663,0.0
-0.9159121769237899,0.4013787290860394,0.0,0.0,0.0,0.17445685919566806,0.0
0.19875313382275708,-0.980049586396338,0.0,0.0,0.0,0.1305555371810565,0.0
0.048158688951524774,-0.9988396971879273,0.0,0.0,0.0,0.18237131684118402,0.0
-0.2850758607274052,-0.9585049575409242,0.0,0.0,1.0,0.1766801179002999,0.0
0.6163913089730813,-0.7874400003952374,0.0,0.0,0.0,0.12038691672108097,0.0
0.7622765480137239,-0.647251469174293,0.0,0.0,1.0,0.0031629311821305683,0.0
-0.3050714176572976,-0.9523294756167986,0.0,0.0,0.0,0.06471138523923467,0.0
0.5113332381303773,-0.8593825222699742,0.0,0.0,0.0,0.15816670561922447,0.0
-0.8252488495022661,-0.5647692771346422,0.0,0.0,1.0,0.04248742898573564,0.0
